sentence_id,company_id,company_name,report_year,section,sentence_text,matched_surface_forms,matched_core_ids,matched_pattern_ids,candidate_labels,dedup_key,specific_technology_labels,product_labels,ai_general_anchor,company_attribution,status_code,max_embedding_similarity,rule_confidence,final_confidence,is_candidate,evidence_terms,notes,source_file,pdf_page,report_page,subheading,text_type,original_sentence_id,embedding_pass_labels,embedding_review_labels,embedding_score_summary
CAND-00352,300542.SZ,新晨科技,2025,研发投入,项目目的：利用多模态大模型，研发新一代智能多媒体分析系统。,多模态大模型; 大模型,AIFT-116,ALS-0475; ANCHOR:大模型,TECH_LLM,MDAF0002836+TECH_LLM,TECH_LLM,,1,UNKNOWN,R_AND_D,0.451624,0.8,0.8,1,多模态大模型; 大模型,,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13,21,,表格行,MDAF0002836,,TECH_LLM,TECH_LLM=0.4516/0.1137
CAND-00353,300542.SZ,新晨科技,2025,研发投入,项目目的：核心目的是将大模型的深度理解能力与银行业务场景深度融合，实现对双录视频内容的自动化、智能化质检，以及对复杂金融图像文档的精准识别与结构化理解，从而打造覆盖“音视频-图像-文本”的全流程金融合规与运营智能解决方案。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0002837+TECH_LLM,TECH_LLM,,1,UNKNOWN,WEAK_GENERIC,0.554697,0.75,0.75,1,大模型,,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13,21,,表格行,MDAF0002837,,TECH_LLM,TECH_LLM=0.5547/0.2306
CAND-00354,300561.SZ,汇金科技,2025,业务概要,公司作为国内最早拓展金融行业现金及重控物品管理解决方案的专业公司之一，随着金融信息技术的不断创新，主营业务是运用物联网、人工智能、动态密码、边缘计算、安全加密等技术，为金融行业客户提供运营管理、风险控制、网点转型等“云+ 端”整体解决方案和服务。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0002847+AI_GENERAL,,,1,COMPANY,,0.508562,0.6,0.6,1,人工智能,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1,11,,正文,MDAF0002847,,AI_GENERAL,AI_GENERAL=0.5086/-0.0187
CAND-00355,300561.SZ,汇金科技,2025,业务概要,公司将人工智能技术、物联网技术、身份识别技术与金融服务场景相结合，针对银行自助机具、金库运营、网点柜面、信贷风控、运营授权等业务场景，开发研制了一系列具备人脸识别、语音识别、指静脉识别、国密安全控制等核心功能的系统解决方案，助力银行数字化转型和智慧金融建设。,人工智能; 人工智能技术; 语音识别; 人脸识别,AIFT-001; AIFT-061; AIFT-076,ALS-0001; ALS-0004; ALS-0251; ALS-0313,AI_GENERAL; TECH_CV; TECH_SPEECH,MDAF0002849+TECH_CV,TECH_CV; TECH_SPEECH,,1,COMPANY,R_AND_D,0.559675,0.85,0.85,1,人工智能; 人工智能技术; 语音识别; 人脸识别,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1,11,3、银行系统AI 鉴权及音视频采集解决方案,正文,MDAF0002849,,AI_GENERAL;TECH_CV;TECH_SPEECH,TECH_CV=0.5597/0.1879; TECH_SPEECH=0.4905/0.1554; AI_GENERAL=0.4664/-0.0722
CAND-00356,300561.SZ,汇金科技,2025,业务概要,公司拥有熟悉银行运营具体业务流程及掌握物联网、人工智能、动态密码、边缘计算、安全加密等技术的研发队伍，以集成产品开发模式（IPD）和研发项目管理系统（RDM）等流程管理及信息化工具来规范研发工作，实现产品适配市场，开发过程高效可控，产品成本符合设计等管理要求。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0002850+AI_GENERAL,,,1,COMPANY,R_AND_D,0.465623,0.65,0.65,1,人工智能,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1,11,1、开发模式,正文,MDAF0002850,,AI_GENERAL,AI_GENERAL=0.4656/0.1192
CAND-00357,300561.SZ,汇金科技,2025,业务概要,公司运用物联网、无线通讯、生物识别、动态密码、国密加解密及状态监测等技术，开发了适用于银行现金及实物流转的智能化风控管理系统解决方案。,生物识别,AIFT-077,ALS-0318,TECH_CV,MDAF0002853+TECH_CV,TECH_CV,,1,COMPANY,R_AND_D,0.512047,0.85,0.85,1,生物识别,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1,11,1、银行现金及重控物品管理解决方案,正文,MDAF0002853,,TECH_CV,TECH_CV=0.5120/0.1299
CAND-00358,300561.SZ,汇金科技,2025,业务概要,通过物联网、人工智能、动态密码、安全加密等技术整合运用，有效控制管理风险，提高运营效率，满足银行在自助银行、营业网点、金库等场景下现金自助设备、非现金自助设备、网点柜面、金库门的各种管理要求。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0002859+AI_GENERAL,,,1,UNKNOWN,,0.374999,0.55,0.55,1,人工智能,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1,11,2、银行自助设备现金管理系统解决方案,正文,MDAF0002859,,AI_GENERAL,AI_GENERAL=0.3750/-0.0525
CAND-00359,300561.SZ,汇金科技,2025,业务概要,壹证通主营业务是通过运用数字证书、电子签章、时间戳等技术，为金融、政务、能源、互联网平台等行业客户提供数据加密、数字签名、身份认证、密钥管理等密码安全解决方案及数字身份核验服务，保障用户网络行为及信息的机密性、真实性、数据完整性、可追溯及不可否认性，形成了身份安全、通信安全、数据安全、移动安全、云安全和平台安全等系列产品。,身份核验; 身份认证,AIFT-195,ALS-0791; ALS-0792,PRODUCT_FRAUD,MDAF0002873+PRODUCT_FRAUD,,PRODUCT_FRAUD,0,UNKNOWN,,0.43052,0.1,0.1,1,身份核验; 身份认证,anchor未满足；仅弱词无锚点,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,2,12,（四）其他业务情况,正文,MDAF0002873,,PRODUCT_FRAUD,PRODUCT_FRAUD=0.4305/0.1007
CAND-00360,300561.SZ,汇金科技,2025,核心竞争力,公司建设有博士后科研工作站、珠海市企业技术中心等高水平研发平台，研究领域深度覆盖物联网、人工智能、动态密码、边缘计算、安全加密等前沿技术在金融领域的应用。,人工智能,AIFT-001,ALS-0001,AI_GENERAL,MDAF0002887+AI_GENERAL,,,1,COMPANY,APPLIED,0.499981,0.65,0.65,1,人工智能,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,4,14,2、产品研发自主创新，持续推进技术创新,正文,MDAF0002887,,AI_GENERAL,AI_GENERAL=0.5000/0.0903
CAND-00361,300561.SZ,汇金科技,2025,研发投入,借助大模型技术发展，将业务领域专业性与通用大模型进行整合训练，希望在新兴领域应用产品化，达成人工智能产品落地。,人工智能; 大模型,AIFT-001,ALS-0001; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0002956+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.508716,0.8,0.8,1,人工智能; 大模型,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12,22,,表格行,MDAF0002956,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.5087/0.1611; TECH_LLM=0.4198/-0.0252
CAND-00362,300561.SZ,汇金科技,2025,研发投入,在已有AI 产品技术的基础上，结合目前行业中视觉识别、视频分析、行为分析、人工智能等技术特点，探索在风险防控等特定领域，提高对交易行为的追溯能力和提升人机交互水平。,人工智能; AI; 视频分析,AIFT-001; AIFT-084,ALS-0001; ALS-0002; ALS-0345,AI_GENERAL; TECH_CV,MDAF0002964+TECH_CV,TECH_CV,,1,UNKNOWN,,0.411024,0.75,0.75,1,人工智能; AI; 视频分析,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12,22,,表格行,MDAF0002964,,AI_GENERAL;TECH_CV,AI_GENERAL=0.4110/0.0390; TECH_CV=0.3919/0.0369
CAND-00363,300561.SZ,汇金科技,2025,研发投入,平台：在已有银行业客户AI 产品技术基础上，结合最新技术趋势，探索新业务领域应用。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0002965+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.560424,0.6,0.6,1,AI,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12,22,,表格行,MDAF0002965,,AI_GENERAL,AI_GENERAL=0.5604/0.0633
CAND-00364,300561.SZ,汇金科技,2025,研发投入,平台：基于视觉识别和人工智能技术的行为追溯、人机交互应用。,人工智能; 人工智能技术,AIFT-001,ALS-0001; ALS-0004,AI_GENERAL,MDAF0002966+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.391126,0.6,0.6,1,人工智能; 人工智能技术,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12,22,,表格行,MDAF0002966,,AI_GENERAL,AI_GENERAL=0.3911/0.0658
CAND-00365,300561.SZ,汇金科技,2025,研发投入,平台：基于通用大模型的垂域训练和业务应用。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0002967+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.513382,0.8,0.8,1,大模型,,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12,22,,表格行,MDAF0002967,,TECH_LLM,TECH_LLM=0.5134/0.0483
CAND-00366,300663.SZ,科蓝软件,2025,业务概要,公司主营业务围绕自主创新的“3A 战略”体系展开——即AI 机器人、AI 数据库、AI 算力，面向金融、电力、能源、交通等国家关键基础设施领域，提供贯穿前、中、后台的全栈式人工智能软硬件一体化综合服务方案。,人工智能; AI,AIFT-001,ALS-0001; ALS-0002,AI_GENERAL,MDAF0002973+AI_GENERAL,,,1,COMPANY,,0.472166,0.6,0.6,1,人工智能; AI,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,10,11,1.公司的主营业务,正文,MDAF0002973,,AI_GENERAL,AI_GENERAL=0.4722/0.0377
CAND-00367,300663.SZ,科蓝软件,2025,业务概要,公司坚定贯彻“AI 原生驱动”的产品策略，现已形成覆盖“AI 机器人—AI Agent 智能体应用—AI 物联网—AI 数据库-AI 算力基础设施”的全栈AI 生态解决方案体系，全方位赋能金融机构数字化与智能化深度转型。,AI; 智能体; Agent; AI Agent,AIFT-001; AIFT-128; AIFT-129,ALS-0002; ALS-0523; ALS-0524; ALS-0529,AI_GENERAL; TECH_LLM,MDAF0002974+TECH_LLM,TECH_LLM,,1,COMPANY,APPLIED,0.517323,0.85,0.85,1,AI; 智能体; Agent; AI Agent,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,10,11,1.公司的主营业务,正文,MDAF0002974,,AI_GENERAL;TECH_LLM,TECH_LLM=0.5173/0.2076; AI_GENERAL=0.4651/0.0117
CAND-00368,300663.SZ,科蓝软件,2025,业务概要,根据国际数据公司（IDC）最新发布的《IDC Perspective：中国金融行业大模型及智能体市场洞察》报告显示：“在以软硬结合的方式(即设备端Agent)推进大模型及智能体的应用落地”方面，科蓝软件取得重大创新成果。,行业大模型; 金融行业大模型; 智能体; Agent; 大模型,AIFT-113; AIFT-114; AIFT-128,ALS-0463; ALS-0468; ALS-0523; ALS-0524; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0002977+TECH_LLM,TECH_LLM,,1,COMPANY,APPLIED,0.48358,0.98,0.98,1,行业大模型; 金融行业大模型; 智能体; Agent; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,10,11,1.公司的主营业务,正文,MDAF0002977,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.4836/0.1373; TECH_LLM=0.4701/0.1038
CAND-00369,300663.SZ,科蓝软件,2025,业务概要,深耕金融科技领域近三十年，科蓝软件已稳步成长为以AI 为核心驱动、软硬件深度融合的AI 硬科技领军企业。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0002978+AI_GENERAL,,,1,UNKNOWN,,0.468525,0.55,0.55,1,AI,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,10,11,1.公司的主营业务,正文,MDAF0002978,,AI_GENERAL,AI_GENERAL=0.4685/0.0566
CAND-00370,300663.SZ,科蓝软件,2025,业务概要,A．魔聚平台筑牢公司解决方案AI 转型基础持续推进魔聚平台向企业级基础智能体开发与运行平台的战略定位升级，围绕大模型应用规模化落地的核心需求，构建具备通用性与可复制性的智能体基础设施能力体系。,AI; 智能体; 大模型,AIFT-001; AIFT-128,ALS-0002; ALS-0523; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0002980+TECH_LLM,TECH_LLM,,1,COMPANY,APPLIED,0.489515,0.85,0.85,1,AI; 智能体; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（2）AI Agent 智能体应用,正文,MDAF0002980,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.4895/0.1381; TECH_LLM=0.4209/0.0820
CAND-00371,300663.SZ,科蓝软件,2025,业务概要,VR 私行助理融合VR 沉浸式技术与金融大模型能力，打造专属高端财富管理虚拟服务场景。,金融大模型; 大模型,AIFT-114,ALS-0467; ANCHOR:大模型,TECH_LLM,MDAF0002981+TECH_LLM,TECH_LLM,,1,UNKNOWN,,0.546254,0.95,0.95,1,金融大模型; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（1）AI 机器人,正文,MDAF0002981,,TECH_LLM,TECH_LLM=0.5463/0.2563
CAND-00372,300663.SZ,科蓝软件,2025,业务概要,“小蓝”适配搭载昇腾算力的硬件平台，支持蒸馏通用AI 模型，实现更强的通用AI 能力，全面加速AI 大模型在智慧网点的应用。,AI; 大模型,AIFT-001,ALS-0002; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0002983+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.500574,0.8,0.8,1,AI; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（1）AI 机器人,正文,MDAF0002983,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.5006/0.1374; TECH_LLM=0.4400/0.0756
CAND-00373,300663.SZ,科蓝软件,2025,业务概要,企业财务机器人：公司企业网银机器人作为企业财务数字化智能方案，依托大模型、新硬件与软硬协同技术构建核心产品特点。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0002984+TECH_LLM,TECH_LLM,,1,COMPANY,R_AND_D,0.585494,0.85,0.85,1,大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（1）AI 机器人,正文,MDAF0002984,,TECH_LLM,TECH_LLM=0.5855/0.2529
CAND-00374,300663.SZ,科蓝软件,2025,业务概要,其以大模型驱动，可自动化处理财务重复操作，智能识别预警资金风险;搭载U 盾管理创新硬件，实现集中管控与远程安全调用，同时通过软件智能调度与硬件安全管控协同，适配大规模系统场景，保障稳定运行。,大模型,,ANCHOR:大模型,TECH_LLM,MDAF0002986+TECH_LLM,TECH_LLM,,1,UNKNOWN,WEAK_GENERIC,0.4691,0.75,0.75,1,大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（1）AI 机器人,正文,MDAF0002986,,TECH_LLM,TECH_LLM=0.4691/0.1375
CAND-00375,300663.SZ,科蓝软件,2025,业务概要,在平台治理方面，持续完善权限管理与安全控制体系，强化企业级合规与风险管控能力；同时，通过接入OpenClaw 生态，提升智能体在多渠道、多终端环境下的连接与服务能力。,智能体,AIFT-128,ALS-0523,AI_GENERAL,MDAF0002987+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.407881,0.55,0.55,1,智能体,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（2）AI Agent 智能体应用,正文,MDAF0002987,,AI_GENERAL,AI_GENERAL=0.4079/0.1556
CAND-00376,300663.SZ,科蓝软件,2025,业务概要,在能力建设方面，完成混合检索体系升级，实现“语义理解+结构化数据”融合检索，提升复杂场景下的信息获取能力；同步拓展多模态数据处理能力，支持图片、PDF 等多模态数据的统一理解与利用，增强智能体对多源数据环境的适应性。,智能体,AIFT-128,ALS-0523,AI_GENERAL,MDAF0002988+AI_GENERAL,,,1,UNKNOWN,R_AND_D,0.475597,0.55,0.55,1,智能体,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（2）AI Agent 智能体应用,正文,MDAF0002988,,AI_GENERAL,AI_GENERAL=0.4756/0.1908
CAND-00377,300663.SZ,科蓝软件,2025,业务概要,在通用人工智能方面，结合主流大模型等AI 技术，“小蓝”支持智能语音对话、人脸识别、远程视频柜员、3D 数字人、智能投顾等功能，支持数字人民币与现金的自由兑换，可为银行客户提供更多个性化的服务；同时，产品重点提升网点服务效率，优化空置窗口资源配置，将柜员从重复性事务中释放出来，转向客户服务、业务营销等高价值工作，进一步提升网点整体运营效能。,人工智能; AI; 语音对话; 人脸识别; 智能投顾; 大模型,AIFT-001; AIFT-067; AIFT-076; AIFT-214,ALS-0001; ALS-0002; ALS-0278; ALS-0313; ALS-0867; ANCHOR:大模型,AI_GENERAL; PRODUCT_INVEST; TECH_CV; TECH_LLM; TECH_SPEECH,MDAF0002989+TECH_CV,TECH_CV; TECH_LLM; TECH_SPEECH,PRODUCT_INVEST,1,UNKNOWN,R_AND_D,0.492988,0.98,0.98,1,人工智能; AI; 语音对话; 人脸识别; 智能投顾; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（1）AI 机器人,正文,MDAF0002989,,AI_GENERAL;PRODUCT_INVEST;TECH_CV;TECH_LLM;TECH_SPEECH,TECH_LLM=0.4930/0.1307; AI_GENERAL=0.4748/0.0595; TECH_SPEECH=0.4280/0.1018; TECH_CV=0.3969/0.1007; PRODUCT_INVEST=0.3909/0.0149
CAND-00378,300663.SZ,科蓝软件,2025,业务概要,平台以统一的智能体开发框架为核心，打通模型接入、知识管理、任务编排及运行调度等关键环节，形成标准化、模块化的智能体构建与部署能力，为各类业务场景提供低门槛、高复用的开发底座。,智能体,AIFT-128,ALS-0523,AI_GENERAL,MDAF0002990+AI_GENERAL,,,1,UNKNOWN,APPLIED,0.571491,0.55,0.55,1,智能体,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（2）AI Agent 智能体应用,正文,MDAF0002990,,AI_GENERAL,AI_GENERAL=0.5715/0.2580
CAND-00379,300663.SZ,科蓝软件,2025,业务概要,支持3D 可视化资产全景展示、沉浸式财富规划与投资分析，可实现语音交互式业务咨询、定制化资产配置方案解读，7×24 小时在线响应私行客户需求。,语音交互,AIFT-067,ALS-0276,TECH_SPEECH,MDAF0002992+TECH_SPEECH,TECH_SPEECH,,1,UNKNOWN,,0.422525,0.75,0.75,1,语音交互,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（1）AI 机器人,正文,MDAF0002992,,TECH_SPEECH,TECH_SPEECH=0.4225/0.0878
CAND-00380,300663.SZ,科蓝软件,2025,业务概要,整体来看，魔聚平台已形成具备规模化推广能力的基础智能体平台架构，为公司AI 能力的产品化输出及行业解决方案复制奠定了坚实基础，有助于进一步巩固公司在金融智能化领域的技术领先优势。,AI; 智能体,AIFT-001; AIFT-128,ALS-0002; ALS-0523,AI_GENERAL,MDAF0002994+AI_GENERAL,,,1,COMPANY,APPLIED,0.524271,0.65,0.65,1,AI; 智能体,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,11,12,（2）AI Agent 智能体应用,正文,MDAF0002994,,AI_GENERAL,AI_GENERAL=0.5243/0.1019
CAND-00381,300663.SZ,科蓝软件,2025,业务概要,C. 数字银行产品全面AI 升级公司作为国内主要数字银行解决方案供应商，在以AI 驱动的移动银行与数字银行普及和发展进程中始终处于领军地位。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0002999+AI_GENERAL,,,1,COMPANY,R_AND_D,0.47902,0.65,0.65,1,AI,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,12,13,（2）AI Agent 智能体应用,正文,MDAF0002999,,AI_GENERAL,AI_GENERAL=0.4790/-0.0384
CAND-00382,300663.SZ,科蓝软件,2025,业务概要,结合当前人工智能与大模型的发展趋势，公司正积极推进并完善相关产品与解决方案的数智化服务能力。,人工智能; 大模型,AIFT-001,ALS-0001; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0003013+TECH_LLM,TECH_LLM,,1,COMPANY,,0.502585,0.8,0.8,1,人工智能; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,12,13,（2）AI Agent 智能体应用,正文,MDAF0003013,,AI_GENERAL;TECH_LLM,AI_GENERAL=0.5026/0.0507; TECH_LLM=0.4393/-0.0391
CAND-00383,300663.SZ,科蓝软件,2025,业务概要,a.AI 原生手机银行产品公司AI 原生手机银行，以大模型驱动的智能体（Agent）为核心，重构移动金融交互范式，是极具前瞻性与前沿性的下一代对话式金融操作系统，并非对现有App 的简单叠加，而是以专业科学的架构设计，实现移动金融服务的全方位升级。,AI; 智能体; Agent; 大模型,AIFT-001; AIFT-128,ALS-0002; ALS-0523; ALS-0524; ANCHOR:大模型,AI_GENERAL; TECH_LLM,MDAF0003021+TECH_LLM,TECH_LLM,,1,COMPANY,R_AND_D,0.491452,0.85,0.85,1,AI; 智能体; Agent; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003021,,AI_GENERAL;TECH_LLM,TECH_LLM=0.4915/0.1590; AI_GENERAL=0.4409/-0.0017
CAND-00384,300663.SZ,科蓝软件,2025,业务概要,b.智能中台产品中台系统是未来银行业务快速发展的核心技术源动力，满足行内各渠道应用快速实现“分布式、高并发和自动化”的IT 架构，具备了去中心化、服务化、异步化、高可用及可视化运营五大技术要求。,智能中台,AIFT-147,ALS-0599,AI_ENGINEERING,MDAF0003022+AI_ENGINEERING,,,0,UNKNOWN,APPLIED,0.564213,0.75,0.75,1,智能中台,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003022,,AI_ENGINEERING,AI_ENGINEERING=0.5642/0.2194
CAND-00385,300663.SZ,科蓝软件,2025,业务概要,依托多智能体协同能力，可并行响应复杂需求，精准匹配个人及对公客户核心诉求，构建一体化智能金融服务体系，以前沿科技降本增效，全方位提升客户体验与服务效能，彰显金融科技的深度与内涵。,智能体,AIFT-128,ALS-0523,AI_GENERAL,MDAF0003023+AI_GENERAL,,,1,UNKNOWN,R_AND_D,0.420426,0.55,0.55,1,智能体,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003023,,AI_GENERAL,AI_GENERAL=0.4204/0.0028
CAND-00386,300663.SZ,科蓝软件,2025,业务概要,公司智能中台主要包括：双鱼座+PE Fast 产品体系。,智能中台,AIFT-147,ALS-0599,AI_ENGINEERING,MDAF0003025+AI_ENGINEERING,,,0,COMPANY,,0.527321,0.75,0.75,1,智能中台,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003025,,AI_ENGINEERING,AI_ENGINEERING=0.5273/0.1907
CAND-00387,300663.SZ,科蓝软件,2025,业务概要,公司智能数字金融产品系列主要包括：网络银行、移动银行、互联网平台、AI 银行、智能业务中台、智能营销管理平台、金融开放平台、移动展业等。,AI; 智能营销,AIFT-001; AIFT-208,ALS-0002; ALS-0844,AI_GENERAL; PRODUCT_CUSTOMER,MDAF0003026+PRODUCT_CUSTOMER,,PRODUCT_CUSTOMER,1,COMPANY,,0.458796,0.6,0.6,1,AI; 智能营销,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003026,,AI_GENERAL;PRODUCT_CUSTOMER,PRODUCT_CUSTOMER=0.4588/0.1733; AI_GENERAL=0.4561/-0.0382
CAND-00388,300663.SZ,科蓝软件,2025,业务概要,升级后的AI 数字银行产品系列，包括AI 银行APP 应用、AI 营销等AI 系统化能力，提供模型管理平台，支持DeepSeek、千问、智谱等主流开源大模型的管理及路由等。,AI; DeepSeek; 模型管理平台; 大模型,AIFT-001; AIFT-137; AIFT-153,ALS-0002; ALS-0559; ALS-0621; ANCHOR:大模型,AI_ENGINEERING; AI_GENERAL; TECH_LLM,MDAF0003027+TECH_LLM,TECH_LLM,,1,UNKNOWN,APPLIED,0.565185,0.8,0.8,1,AI; DeepSeek; 模型管理平台; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003027,,AI_ENGINEERING;AI_GENERAL;TECH_LLM,AI_ENGINEERING=0.5652/0.1955; TECH_LLM=0.4766/0.0358; AI_GENERAL=0.4741/-0.0181
CAND-00389,300663.SZ,科蓝软件,2025,业务概要,基于多种AI 模型，该产品还提供语音交互、数字播报、营销图片创作、文字描述等多模态AIGC 功能，该AI 应用可支持渠道多场景应用、渠道获客、品牌宣传、用户维护、内部培训知识库等多种业务场景。,AI; 语音交互; AIGC,AIFT-001; AIFT-067; AIFT-110,ALS-0002; ALS-0276; ALS-0452,AI_GENERAL; TECH_LLM; TECH_SPEECH,MDAF0003030+TECH_LLM,TECH_LLM; TECH_SPEECH,,1,UNKNOWN,APPLIED,0.501654,0.98,0.98,1,AI; 语音交互; AIGC,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003030,,AI_GENERAL;TECH_LLM;TECH_SPEECH,AI_GENERAL=0.5017/0.0810; TECH_SPEECH=0.4537/0.1196; TECH_LLM=0.4374/-0.0154
CAND-00390,300663.SZ,科蓝软件,2025,业务概要,平台深度融合大模型与机器学习能力，覆盖问数、知识库、信贷、会议、营销、账户、生态七大核心场景，聚焦用户高频需求，以对话式交互为核心，实现“功能隐形、服务显性”——用户无需复杂操作，只需表达需求，系统即可自主规划执行路径、调用后台能力，完成多维数据问数、智能问答导览、信贷高效审核、会议公文自动化、精准营销、账户智能管理、投融资与生态赋能等全流程服务。,机器学习; 智能问答; 精准营销; 大模型,AIFT-002; AIFT-053; AIFT-208,ALS-0008; ALS-0216; ALS-0843; ANCHOR:大模型,PRODUCT_CUSTOMER; TECH_LLM; TECH_ML; TECH_NLP,MDAF0003031+TECH_LLM,TECH_LLM; TECH_ML; TECH_NLP,PRODUCT_CUSTOMER,1,UNKNOWN,WEAK_GENERIC,0.566702,0.75,0.75,1,机器学习; 智能问答; 精准营销; 大模型,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003031,,PRODUCT_CUSTOMER;TECH_LLM;TECH_ML;TECH_NLP,PRODUCT_CUSTOMER=0.5667/0.2477; TECH_LLM=0.5489/0.1545; TECH_NLP=0.4945/0.1636; TECH_ML=0.4458/0.0939
CAND-00391,300663.SZ,科蓝软件,2025,业务概要,随着信息技术的持续跃升，消费者深度依赖网络处理事务、实现互联互通，银行业务也由线下网点逐步演进为：网络银行→移动银行→直销银行→开放银行→数字银行→智能银行→AI 原生银行，直至发展为银行的最高形态——未来银行。,AI,AIFT-001,ALS-0002,AI_GENERAL,MDAF0003034+AI_GENERAL,,,1,UNKNOWN,,0.350286,0.55,0.55,1,AI,,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,13,14,（2）AI Agent 智能体应用,正文,MDAF0003034,,AI_GENERAL,AI_GENERAL=0.3503/-0.1129
