sentence_id,candidate_label,positive_similarity,positive_prototype_id,positive_prototype_text,hard_negative_similarity,hard_negative_prototype_id,hard_negative_prototype_text,semantic_margin,positive_threshold,margin_threshold,embedding_pass,sentence_text,company_id,company_name,report_year,section,company_attribution,status_code,rule_confidence,source_file,pdf_page
CAND-00328,TECH_LLM,0.427047,PRO-037,平台结合RAG与企业知识库构建金融智能助手。,0.435876,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,-0.008829,0.72,0.08,0,报告期内，公司对现有数据产品线的进一步研发进行了规划，一方面新的产品充分借助AIGC 的能力，打造全新的深度融合AI 能力的智能化平台，另一方面将AIGC 充分赋能至现有平台产品中，从产品使用问答、数据开发、数据建模和数据应用等多方面进行AI 赋能。,300541.SZ,先进数通,2025,业务概要,COMPANY,APPLIED,0.98,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,2
CAND-00329,AI_GENERAL,0.545702,PRO-201,本集团已将AI能力接入多个业务平台，但未披露具体模型架构。,0.447531,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.098171,0.72,0.08,0,报告期内，公司积极布局AI 技术应用，与上游厂商深化在云基础设施、AI 大模型和应用等领域的广泛合作。,300541.SZ,先进数通,2025,业务概要,COMPANY,APPLIED,0.85,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,2
CAND-00329,TECH_LLM,0.42459,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.411437,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,0.013153,0.72,0.08,0,报告期内，公司积极布局AI 技术应用，与上游厂商深化在云基础设施、AI 大模型和应用等领域的广泛合作。,300541.SZ,先进数通,2025,业务概要,COMPANY,APPLIED,0.85,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,2
CAND-00330,AI_ENGINEERING,0.374987,PRO-048,AI中台向多个金融产品提供统一推理和特征服务。,0.383174,PRO-050,信息系统升级了服务器和网络设备。,-0.008187,0.72,0.08,0,报告期内，公司重点推动核心软件产品和关键解决方案的市场拓展与销售，主要聚焦在基于云原生的分布式架构交易应用、数据资产管理、数据智能应用、数据治理（智能数据链路拓展）、数据产品集成（智能开发助手）以及主要合作伙伴产品的推广与支持。,300541.SZ,先进数通,2025,业务概要,COMPANY,COMMERCIAL,0.3,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,2
CAND-00331,AI_ENGINEERING,0.483803,PRO-046,公司建设MLOps平台管理模型训练、上线、监控和迭代。,0.376551,PRO-049,公司建设普通数据仓库用于报表查询。,0.107252,0.72,0.08,0,数据管理与商业智能领域，公司继续以自有知识产权iMOIA、SharkData 系列产品为核心，提供涵盖数据采集、数据研发、数据服务、数据分析与展现、数据管控、数据资产管理、数据运维、统一调度与监控等功能的数据治理智能洞察平台、数据资产运营管理和应用工作平台，从“建、管、用、营”的思路构建企业级一体化大数据管理应用平台解决方案，借助企业客户进行信创改造和企业数据架构升级的契机，在参与存量客户项目、拓展新的客户项目两方面均取得良好的效果。,300541.SZ,先进数通,2025,业务概要,COMPANY,APPLIED,0.3,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,2
CAND-00332,AI_ENGINEERING,0.405268,PRO-047,模型监控平台持续检测数据漂移和预测性能变化。,0.386497,PRO-049,公司建设普通数据仓库用于报表查询。,0.018771,0.72,0.08,0,特别是在烟草行业的大数据平台建设、数据治理和企业决策支持等业务方向取得了突破性的进展。,300541.SZ,先进数通,2025,业务概要,UNKNOWN,,0.1,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,2
CAND-00333,AI_GENERAL,0.457582,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.377666,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.079916,0.72,0.08,0,主要研发项目名称：人工智能MaaS 及智能体平台。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,R_AND_D,0.6,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00334,AI_ENGINEERING,0.450032,PRO-047,模型监控平台持续检测数据漂移和预测性能变化。,0.355868,PRO-049,公司建设普通数据仓库用于报表查询。,0.094163,0.72,0.08,0,主要研发项目名称：数据治理智能洞察平台。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,R_AND_D,0.25,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00335,AI_ENGINEERING,0.408529,PRO-046,公司建设MLOps平台管理模型训练、上线、监控和迭代。,0.34847,PRO-049,公司建设普通数据仓库用于报表查询。,0.06006,0.72,0.08,0,拟达到的目标：建立数据治理咨询管理体系； 完成量化指标管理的数据治理体系；自主研发数据治理洞察工具，聚焦数据质量提升功能；建设数据资产管理体系， 快速洞察数据资产及数据溯源。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,R_AND_D,0.25,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00336,AI_ENGINEERING,0.474068,PRO-047,模型监控平台持续检测数据漂移和预测性能变化。,0.38558,PRO-049,公司建设普通数据仓库用于报表查询。,0.088488,0.72,0.08,0,拟达到的目标：支撑企业进行数据资产的端到端管理、运营、分析和利用， 进而实现数据与业务场景融合及数字化运营目标的技术支撑平台产品，涵盖了安全数据资产采集管理、数据资产治理和管控、数据资产盘点、数据资产运营、数据资产服务、业务需求管理、数据产品研发、数据产品应用优化迭代等各个方面。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,APPLIED,0.25,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00337,AI_GENERAL,0.521339,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.421648,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.09969,0.72,0.08,0,拟达到的目标：构建一个开放、可扩展、低门槛的企业级AI 智能体开发与运营平台，使非技术用户可通过自然语言或低代码方式创建智能体，专业开发者可复用平台能力快速构建高阶AI 应用。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,APPLIED,0.6,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00338,AI_ENGINEERING,0.558618,PRO-046,公司建设MLOps平台管理模型训练、上线、监控和迭代。,0.359931,PRO-049,公司建设普通数据仓库用于报表查询。,0.198688,0.72,0.08,0,项目目的：构建一套企业级平台，降低企业客户开发智能体应用门槛，以满足企业对AI 模型部署、管理（MaaS）及定制本地的智能化应用 （Agent）的需求。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,APPLIED,0.8,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00338,AI_GENERAL,0.521595,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.371707,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.149888,0.72,0.08,0,项目目的：构建一套企业级平台，降低企业客户开发智能体应用门槛，以满足企业对AI 模型部署、管理（MaaS）及定制本地的智能化应用 （Agent）的需求。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,APPLIED,0.8,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00339,AI_ENGINEERING,0.410406,PRO-047,模型监控平台持续检测数据漂移和预测性能变化。,0.359903,PRO-049,公司建设普通数据仓库用于报表查询。,0.050504,0.72,0.08,0,项目目的：构建数据治理咨询管理体系，提升数据治理能力，提升数据质量，加强数据资产管控，支持数字化转型。,300541.SZ,先进数通,2025,研发投入,UNKNOWN,R_AND_D,0.25,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00340,AI_ENGINEERING,0.364575,PRO-047,模型监控平台持续检测数据漂移和预测性能变化。,0.297042,PRO-049,公司建设普通数据仓库用于报表查询。,0.067533,0.72,0.08,0,预计对公司未来发展的影响：在数据治理领域，为公司增强竞争力，促进业务创新，提升客户满意度，支持可持续发展。,300541.SZ,先进数通,2025,研发投入,COMPANY,,0.1,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00341,AI_GENERAL,0.467722,PRO-201,本集团已将AI能力接入多个业务平台，但未披露具体模型架构。,0.395833,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.071889,0.72,0.08,0,预计对公司未来发展的影响：最终形成公司核心的AI 服务能力和技术资产。,300541.SZ,先进数通,2025,研发投入,COMPANY,,0.6,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00342,AI_ENGINEERING,0.488476,PRO-046,公司建设MLOps平台管理模型训练、上线、监控和迭代。,0.305721,PRO-050,信息系统升级了服务器和网络设备。,0.182755,0.72,0.08,0,预计对公司未来发展的影响：项目成果可以使得企业客户实现自动化模型部署与管理，加速 AI 应用上线；提高算力资源利用率，标准化AI 应用开发流程；降低Agent 开发门槛，激发业务部门的智能化潜力。,300541.SZ,先进数通,2025,研发投入,COMPANY,APPLIED,0.85,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00342,AI_GENERAL,0.512166,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.375264,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.136902,0.72,0.08,0,预计对公司未来发展的影响：项目成果可以使得企业客户实现自动化模型部署与管理，加速 AI 应用上线；提高算力资源利用率，标准化AI 应用开发流程；降低Agent 开发门槛，激发业务部门的智能化潜力。,300541.SZ,先进数通,2025,研发投入,COMPANY,APPLIED,0.85,300541.SZ_先进数通_2025_管理层讨论与分析.pdf,10
CAND-00343,AI_ENGINEERING,0.407808,PRO-047,模型监控平台持续检测数据漂移和预测性能变化。,0.345914,PRO-049,公司建设普通数据仓库用于报表查询。,0.061894,0.72,0.08,0,（Ⅵ）大数据平台新晨大数据平台涵盖数据综合管理中台建设、情报分析工具、数据分析建模工具、管理工具、数据治理工具、数据开发平台、数据展现发布平台，能为用户提供完整成熟的解决方案，平台在大数据的知识图谱应用、可视化交互式数据分析研判以及模型自定义平台上有较深耕耘。,300542.SZ,新晨科技,2025,业务概要,UNKNOWN,APPLIED,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,2
CAND-00343,TECH_KG,0.401523,PRO-027,平台通过图数据库实现多层股权关系穿透分析。,0.355476,PRO-030,网络运维平台绘制服务器拓扑关系。,0.046047,0.72,0.08,0,（Ⅵ）大数据平台新晨大数据平台涵盖数据综合管理中台建设、情报分析工具、数据分析建模工具、管理工具、数据治理工具、数据开发平台、数据展现发布平台，能为用户提供完整成熟的解决方案，平台在大数据的知识图谱应用、可视化交互式数据分析研判以及模型自定义平台上有较深耕耘。,300542.SZ,新晨科技,2025,业务概要,UNKNOWN,APPLIED,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,2
CAND-00344,AI_GENERAL,0.552518,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.449937,PRO-203,人工智能正在推动金融行业数字化转型。,0.102581,0.72,0.08,0,公司近几年来一直致力于区块链、大数据、云计算、人工智能等新技术领域的跟踪研究和应用落地。,300542.SZ,新晨科技,2025,核心竞争力,COMPANY,APPLIED,0.65,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,5
CAND-00345,AI_ENGINEERING,0.32481,PRO-047,模型监控平台持续检测数据漂移和预测性能变化。,0.371631,PRO-050,信息系统升级了服务器和网络设备。,-0.046821,0.72,0.08,0,公司在空管行业信息化建设方面始终紧跟行业发展步伐，在全国范围跨地域、跨机构的大型复杂系统建设和运行保障方面积累了大量的实践经验，技术方向覆盖网络通信、广域网传输交换、数据治理服务等方面软硬件产品研制，在空管行业数据信息服务领域具备较强的能力。,300542.SZ,新晨科技,2025,核心竞争力,COMPANY,WEAK_GENERIC,0.1,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,6
CAND-00346,AI_ENGINEERING,0.445067,PRO-046,公司建设MLOps平台管理模型训练、上线、监控和迭代。,0.430167,PRO-049,公司建设普通数据仓库用于报表查询。,0.0149,0.72,0.08,0,公司大数据平台涵盖数据综合管理中台建设、情报分析工具、数据分析建模工具、管理工具、数据治理工具、数据开发平台、数据展现发布平台，在大数据的知识图谱应用、可视化交互式数据分析研判以及模型自定义平台等方面能为用户提供完整成熟的解决方案。,300542.SZ,新晨科技,2025,核心竞争力,COMPANY,APPLIED,0.85,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,6
CAND-00346,TECH_KG,0.446998,PRO-027,平台通过图数据库实现多层股权关系穿透分析。,0.372083,PRO-029,公司展示了集团组织架构图。,0.074915,0.72,0.08,0,公司大数据平台涵盖数据综合管理中台建设、情报分析工具、数据分析建模工具、管理工具、数据治理工具、数据开发平台、数据展现发布平台，在大数据的知识图谱应用、可视化交互式数据分析研判以及模型自定义平台等方面能为用户提供完整成熟的解决方案。,300542.SZ,新晨科技,2025,核心竞争力,COMPANY,APPLIED,0.85,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,6
CAND-00347,TECH_LLM,0.404296,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.376123,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,0.028173,0.72,0.08,0,此外，公司也持续推进在金融领域新技术研发及应用的优秀成果向空管领域转化，通过将大模型技术与空管业务相结合，开展空管大模型研发和实践工作，打造具备空管行业属性的大模型产品，为提升空管信息系统智能化水平和行业数据应用价值提供技术支撑；通过将云计算、大数据、大模型等先进技术与低空行业需求深度融合，打造支撑低空监管、运行和服务三大体系的智能化信息平台，为国家低空行业安全、有序发展提供保障。,300542.SZ,新晨科技,2025,核心竞争力,COMPANY,APPLIED,0.85,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,6
CAND-00348,TECH_CV,0.492461,PRO-021,公司利用OCR识别发票、银行回单和保险理赔材料。,0.339595,PRO-024,公司在生产线使用机器视觉检测产品外观缺陷。,0.152866,0.72,0.08,0,主要研发项目名称：RD2025-03- 多媒体智能分析基于大模型的 OCR 技术研发项目。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,R_AND_D,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00348,TECH_LLM,0.492564,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.354564,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.138,0.72,0.08,0,主要研发项目名称：RD2025-03- 多媒体智能分析基于大模型的 OCR 技术研发项目。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,R_AND_D,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00349,TECH_CV,0.445785,PRO-022,活体检测和人脸识别技术用于线上开户身份核验。,0.351612,PRO-025,员工将扫描件人工录入财务系统。,0.094173,0.72,0.08,0,拟达到的目标：基于多模态大模型，研发一套符合银行业务要求的智能双录质检与图像识别系统原型。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,R_AND_D,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00349,TECH_LLM,0.461599,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.306049,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,0.15555,0.72,0.08,0,拟达到的目标：基于多模态大模型，研发一套符合银行业务要求的智能双录质检与图像识别系统原型。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,R_AND_D,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00349,TECH_SPEECH,0.612423,PRO-017,智能双录系统识别销售人员话术和客户确认信息。,0.428887,PRO-020,客服人员通过人工抽听方式开展录音质检。,0.183536,0.72,0.08,0,拟达到的目标：基于多模态大模型，研发一套符合银行业务要求的智能双录质检与图像识别系统原型。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,R_AND_D,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00350,TECH_SPEECH,0.570574,PRO-017,智能双录系统识别销售人员话术和客户确认信息。,0.501454,PRO-020,客服人员通过人工抽听方式开展录音质检。,0.06912,0.72,0.08,0,拟达到的目标：增强公司在金融数据分析、非结构化数据管理等领域的基础技术以及产品能力， 减少 80%以上的双录人工质检工作量，双录质检周期从天级缩短至分钟级，贷款面签材料审核从小时级缩短至秒级，大幅加速业务流转。,300542.SZ,新晨科技,2025,研发投入,COMPANY,,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00351,PRODUCT_FRAUD,0.43635,PRO-056,智能反洗钱平台通过知识图谱发现可疑交易网络。,0.339441,PRO-060,合规人员人工核对制裁名单。,0.09691,0.72,0.08,0,拟达到的目标：系统接入上金所、港金所等 5 大交易市场实时数据，经国产化数据清洗与校验引擎处理；提供多周期图表分析、指标共振预警等功能，为投资者生成个性化市场分析报告； 针对国产数据库在高并发交易场景下的锁竞争问题，研发分布式事务处理插件（基于 cpass 国产化版），事务提交成功率提升至 99.99%；探索国密算法在交易签名（SM2）、数据加密（SM4）、身份认证（SM9）等场景的深度应用，构建金融级安全防护体系； 参与《金融行业贵金属交易系统国产化技术规范》团体标准制定，推动贵金属交易领域国产化技术生态完善与升级；研发国产化行情推送引擎，替代国外同类产品，推送效率提升30%。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,APPLIED,0.25,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00352,TECH_LLM,0.451624,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.337957,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.113667,0.72,0.08,0,项目目的：利用多模态大模型，研发新一代智能多媒体分析系统。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,R_AND_D,0.8,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00353,TECH_LLM,0.554697,PRO-037,平台结合RAG与企业知识库构建金融智能助手。,0.324106,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,0.230591,0.72,0.08,0,项目目的：核心目的是将大模型的深度理解能力与银行业务场景深度融合，实现对双录视频内容的自动化、智能化质检，以及对复杂金融图像文档的精准识别与结构化理解，从而打造覆盖“音视频-图像-文本”的全流程金融合规与运营智能解决方案。,300542.SZ,新晨科技,2025,研发投入,UNKNOWN,WEAK_GENERIC,0.75,300542.SZ_新晨科技_2025_管理层讨论与分析.pdf,13
CAND-00354,AI_GENERAL,0.508562,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.527222,PRO-203,人工智能正在推动金融行业数字化转型。,-0.018661,0.72,0.08,0,公司作为国内最早拓展金融行业现金及重控物品管理解决方案的专业公司之一，随着金融信息技术的不断创新，主营业务是运用物联网、人工智能、动态密码、边缘计算、安全加密等技术，为金融行业客户提供运营管理、风险控制、网点转型等“云+ 端”整体解决方案和服务。,300561.SZ,汇金科技,2025,业务概要,COMPANY,,0.6,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1
CAND-00355,AI_GENERAL,0.466417,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.538655,PRO-203,人工智能正在推动金融行业数字化转型。,-0.072239,0.72,0.08,0,公司将人工智能技术、物联网技术、身份识别技术与金融服务场景相结合，针对银行自助机具、金库运营、网点柜面、信贷风控、运营授权等业务场景，开发研制了一系列具备人脸识别、语音识别、指静脉识别、国密安全控制等核心功能的系统解决方案，助力银行数字化转型和智慧金融建设。,300561.SZ,汇金科技,2025,业务概要,COMPANY,R_AND_D,0.85,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1
CAND-00355,TECH_CV,0.559675,PRO-022,活体检测和人脸识别技术用于线上开户身份核验。,0.371811,PRO-025,员工将扫描件人工录入财务系统。,0.187864,0.72,0.08,0,公司将人工智能技术、物联网技术、身份识别技术与金融服务场景相结合，针对银行自助机具、金库运营、网点柜面、信贷风控、运营授权等业务场景，开发研制了一系列具备人脸识别、语音识别、指静脉识别、国密安全控制等核心功能的系统解决方案，助力银行数字化转型和智慧金融建设。,300561.SZ,汇金科技,2025,业务概要,COMPANY,R_AND_D,0.85,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1
CAND-00355,TECH_SPEECH,0.490453,PRO-017,智能双录系统识别销售人员话术和客户确认信息。,0.335004,PRO-020,客服人员通过人工抽听方式开展录音质检。,0.155449,0.72,0.08,0,公司将人工智能技术、物联网技术、身份识别技术与金融服务场景相结合，针对银行自助机具、金库运营、网点柜面、信贷风控、运营授权等业务场景，开发研制了一系列具备人脸识别、语音识别、指静脉识别、国密安全控制等核心功能的系统解决方案，助力银行数字化转型和智慧金融建设。,300561.SZ,汇金科技,2025,业务概要,COMPANY,R_AND_D,0.85,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1
CAND-00356,AI_GENERAL,0.465623,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.346427,PRO-203,人工智能正在推动金融行业数字化转型。,0.119195,0.72,0.08,0,公司拥有熟悉银行运营具体业务流程及掌握物联网、人工智能、动态密码、边缘计算、安全加密等技术的研发队伍，以集成产品开发模式（IPD）和研发项目管理系统（RDM）等流程管理及信息化工具来规范研发工作，实现产品适配市场，开发过程高效可控，产品成本符合设计等管理要求。,300561.SZ,汇金科技,2025,业务概要,COMPANY,R_AND_D,0.65,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1
CAND-00357,TECH_CV,0.512047,PRO-021,公司利用OCR识别发票、银行回单和保险理赔材料。,0.382107,PRO-025,员工将扫描件人工录入财务系统。,0.129941,0.72,0.08,0,公司运用物联网、无线通讯、生物识别、动态密码、国密加解密及状态监测等技术，开发了适用于银行现金及实物流转的智能化风控管理系统解决方案。,300561.SZ,汇金科技,2025,业务概要,COMPANY,R_AND_D,0.85,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1
CAND-00358,AI_GENERAL,0.374999,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.427494,PRO-203,人工智能正在推动金融行业数字化转型。,-0.052495,0.72,0.08,0,通过物联网、人工智能、动态密码、安全加密等技术整合运用，有效控制管理风险，提高运营效率，满足银行在自助银行、营业网点、金库等场景下现金自助设备、非现金自助设备、网点柜面、金库门的各种管理要求。,300561.SZ,汇金科技,2025,业务概要,UNKNOWN,,0.55,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,1
CAND-00359,PRODUCT_FRAUD,0.43052,PRO-058,智能KYC系统结合证照识别和风险模型完成客户尽调。,0.329821,PRO-060,合规人员人工核对制裁名单。,0.100698,0.72,0.08,0,壹证通主营业务是通过运用数字证书、电子签章、时间戳等技术，为金融、政务、能源、互联网平台等行业客户提供数据加密、数字签名、身份认证、密钥管理等密码安全解决方案及数字身份核验服务，保障用户网络行为及信息的机密性、真实性、数据完整性、可追溯及不可否认性，形成了身份安全、通信安全、数据安全、移动安全、云安全和平台安全等系列产品。,300561.SZ,汇金科技,2025,业务概要,UNKNOWN,,0.1,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,2
CAND-00360,AI_GENERAL,0.499981,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.409679,PRO-203,人工智能正在推动金融行业数字化转型。,0.090303,0.72,0.08,0,公司建设有博士后科研工作站、珠海市企业技术中心等高水平研发平台，研究领域深度覆盖物联网、人工智能、动态密码、边缘计算、安全加密等前沿技术在金融领域的应用。,300561.SZ,汇金科技,2025,核心竞争力,COMPANY,APPLIED,0.65,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,4
CAND-00361,AI_GENERAL,0.508716,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.347614,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.161103,0.72,0.08,0,借助大模型技术发展，将业务领域专业性与通用大模型进行整合训练，希望在新兴领域应用产品化，达成人工智能产品落地。,300561.SZ,汇金科技,2025,研发投入,UNKNOWN,APPLIED,0.8,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12
CAND-00361,TECH_LLM,0.419811,PRO-037,平台结合RAG与企业知识库构建金融智能助手。,0.444967,PRO-040,公司列举了多个大模型品牌，但未披露任何接入或应用行为。,-0.025156,0.72,0.08,0,借助大模型技术发展，将业务领域专业性与通用大模型进行整合训练，希望在新兴领域应用产品化，达成人工智能产品落地。,300561.SZ,汇金科技,2025,研发投入,UNKNOWN,APPLIED,0.8,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12
CAND-00362,AI_GENERAL,0.411024,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.372045,PRO-203,人工智能正在推动金融行业数字化转型。,0.038979,0.72,0.08,0,在已有AI 产品技术的基础上，结合目前行业中视觉识别、视频分析、行为分析、人工智能等技术特点，探索在风险防控等特定领域，提高对交易行为的追溯能力和提升人机交互水平。,300561.SZ,汇金科技,2025,研发投入,UNKNOWN,,0.75,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12
CAND-00362,TECH_CV,0.391909,PRO-022,活体检测和人脸识别技术用于线上开户身份核验。,0.355003,PRO-024,公司在生产线使用机器视觉检测产品外观缺陷。,0.036906,0.72,0.08,0,在已有AI 产品技术的基础上，结合目前行业中视觉识别、视频分析、行为分析、人工智能等技术特点，探索在风险防控等特定领域，提高对交易行为的追溯能力和提升人机交互水平。,300561.SZ,汇金科技,2025,研发投入,UNKNOWN,,0.75,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12
CAND-00363,AI_GENERAL,0.560424,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.497147,PRO-203,人工智能正在推动金融行业数字化转型。,0.063277,0.72,0.08,0,平台：在已有银行业客户AI 产品技术基础上，结合最新技术趋势，探索新业务领域应用。,300561.SZ,汇金科技,2025,研发投入,UNKNOWN,APPLIED,0.6,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12
CAND-00364,AI_GENERAL,0.391126,PRO-201,本集团已将AI能力接入多个业务平台，但未披露具体模型架构。,0.32537,PRO-203,人工智能正在推动金融行业数字化转型。,0.065756,0.72,0.08,0,平台：基于视觉识别和人工智能技术的行为追溯、人机交互应用。,300561.SZ,汇金科技,2025,研发投入,UNKNOWN,APPLIED,0.6,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12
CAND-00365,TECH_LLM,0.513382,PRO-036,公司基于金融语料微调大语言模型，用于研报摘要和问答。,0.465072,PRO-039,年报介绍了ChatGPT在全球市场的发展趋势。,0.04831,0.72,0.08,0,平台：基于通用大模型的垂域训练和业务应用。,300561.SZ,汇金科技,2025,研发投入,UNKNOWN,APPLIED,0.8,300561.SZ_汇金科技_2025_管理层讨论与分析.pdf,12
CAND-00366,AI_GENERAL,0.472166,PRO-200,公司正在推进人工智能技术在金融业务中的研发和应用。,0.434516,PRO-204,公司名称或英文单词内部包含字母AI，但不存在独立AI术语。,0.03765,0.72,0.08,0,公司主营业务围绕自主创新的“3A 战略”体系展开——即AI 机器人、AI 数据库、AI 算力，面向金融、电力、能源、交通等国家关键基础设施领域，提供贯穿前、中、后台的全栈式人工智能软硬件一体化综合服务方案。,300663.SZ,科蓝软件,2025,业务概要,COMPANY,,0.6,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,10
CAND-00367,AI_GENERAL,0.465057,PRO-202,公司部署智能体执行多步骤业务任务，但未披露大模型或强化学习技术。,0.453398,PRO-203,人工智能正在推动金融行业数字化转型。,0.011659,0.72,0.08,0,公司坚定贯彻“AI 原生驱动”的产品策略，现已形成覆盖“AI 机器人—AI Agent 智能体应用—AI 物联网—AI 数据库-AI 算力基础设施”的全栈AI 生态解决方案体系，全方位赋能金融机构数字化与智能化深度转型。,300663.SZ,科蓝软件,2025,业务概要,COMPANY,APPLIED,0.85,300663.SZ_科蓝软件_2025_管理层讨论与分析.pdf,10
